device_name;PLC_name;PLC_host;PLC_port(i);CT_index;offset_alarmDAI(i);bit_alarmDAI(i)
S2TS-CAM-051;CT05_PLC_B;10.133.50.37;28030;CT05;5362;8
SBTP-CAM-002;CT05_PLC_B;10.133.50.37;28030;CT05;5362;9
S2TN-CAM-002;CT05_PLC_B;10.133.50.37;28030;CT05;5362;10
S2TN-CAM-001;CT05_PLC_B;10.133.50.37;28030;CT05;5362;11
S1TN-CAM-001;CT06_PLC_B;10.133.50.37;28037;CT06;5350;0
S1TN-CAM-002;CT06_PLC_B;10.133.50.37;28037;CT06;5350;1
S1TN-CAM-003;CT06_PLC_B;10.133.50.37;28037;CT06;5350;2
S1TS-CAM-001;CT06_PLC_B;10.133.50.37;28037;CT06;5350;3
S1TS-CAM-002;CT06_PLC_B;10.133.50.37;28037;CT06;5350;4
S1TS-CAM-003;CT06_PLC_B;10.133.50.37;28037;CT06;5350;5
S1TS-CAM-004;CT06_PLC_B;10.133.50.37;28037;CT06;5350;6
S1TS-CAM-005;CT06_PLC_B;10.133.50.37;28037;CT06;5350;7
S1TS-CAM-006;CT06_PLC_B;10.133.50.37;28037;CT06;5350;8
S1TS-CAM-007;CT06_PLC_B;10.133.50.37;28037;CT06;5350;9
S1TS-CAM-008;CT06_PLC_B;10.133.50.37;28037;CT06;5350;10
S1TS-CAM-009;CT06_PLC_B;10.133.50.37;28037;CT06;5350;11
S1TS-CAM-010;CT06_PLC_B;10.133.50.37;28037;CT06;5350;12
S1TS-CAM-011;CT06_PLC_B;10.133.50.37;28037;CT06;5350;13
S1TS-CAM-012;CT06_PLC_B;10.133.50.37;28037;CT06;5350;14
S1TS-CAM-013;CT06_PLC_B;10.133.50.37;28037;CT06;5350;15
S1TS-CAM-014;CT06_PLC_B;10.133.50.37;28037;CT06;5351;0
S1TS-CAM-015;CT06_PLC_B;10.133.50.37;28037;CT06;5351;1
S1TS-CAM-016;CT06_PLC_B;10.133.50.37;28037;CT06;5351;2
S1TS-CAM-017;CT06_PLC_B;10.133.50.37;28037;CT06;5351;3
S1TS-CAM-018;CT06_PLC_B;10.133.50.37;28037;CT06;5351;4
S1TS-CAM-019;CT06_PLC_B;10.133.50.37;28037;CT06;5351;5
S1TS-CAM-020;CT06_PLC_B;10.133.50.37;28037;CT06;5351;6
S1TS-CAM-021;CT06_PLC_B;10.133.50.37;28037;CT06;5351;7
S1TS-CAM-022;CT06_PLC_B;10.133.50.37;28037;CT06;5351;8
S1TS-CAM-023;CT06_PLC_B;10.133.50.37;28037;CT06;5351;9
S1TS-CAM-024;CT06_PLC_B;10.133.50.37;28037;CT06;5351;10
S1TS-CAM-025;CT06_PLC_B;10.133.50.37;28037;CT06;5351;11
S1TS-CAM-026;CT06_PLC_B;10.133.50.37;28037;CT06;5351;12
S1TS-CAM-027;CT06_PLC_B;10.133.50.37;28037;CT06;5351;13
S1TS-CAM-028;CT06_PLC_B;10.133.50.37;28037;CT06;5351;14
S1TS-CAM-029;CT06_PLC_B;10.133.50.37;28037;CT06;5351;15
SAEB-CAM-001;CT06_PLC_B;10.133.50.37;28037;CT06;5352;0
SAEB-CAM-002;CT06_PLC_B;10.133.50.37;28037;CT06;5352;1
SAEB-CAM-003;CT06_PLC_B;10.133.50.37;28037;CT06;5352;2
SAEB-CAM-004;CT06_PLC_B;10.133.50.37;28037;CT06;5352;3
SAEB-CAM-005;CT06_PLC_B;10.133.50.37;28037;CT06;5352;4
SAEB-CAM-006;CT06_PLC_B;10.133.50.37;28037;CT06;5352;5
SAEB-CAM-007;CT06_PLC_B;10.133.50.37;28037;CT06;5352;6
SCNO-CAM-002;CT06_PLC_B;10.133.50.37;28037;CT06;5352;7
SCNO-CAM-003;CT06_PLC_B;10.133.50.37;28037;CT06;5352;8
SCNO-CAM-004;CT06_PLC_B;10.133.50.37;28037;CT06;5352;9
SCNO-CAM-005;CT06_PLC_B;10.133.50.37;28037;CT06;5352;10
SCNO-CAM-006;CT06_PLC_B;10.133.50.37;28037;CT06;5352;11
SCNO-CAM-007;CT06_PLC_B;10.133.50.37;28037;CT06;5352;12
SCNO-CAM-008;CT06_PLC_B;10.133.50.37;28037;CT06;5352;13
SIGO-CAM-001;CT06_PLC_B;10.133.50.37;28037;CT06;5352;14
SIGO-CAM-002;CT06_PLC_B;10.133.50.37;28037;CT06;5352;15
SIGO-CAM-003;CT06_PLC_B;10.133.50.37;28037;CT06;5353;0
SMPN-CAM-001;CT06_PLC_B;10.133.50.37;28037;CT06;5353;1
SICO-CAM-001;CT06_PLC_B;10.133.50.37;28037;CT06;5353;2
INKO-CAM-001;CT06_PLC_B;10.133.50.37;28037;CT06;5353;3
SMPS-CAM-001;CT06_PLC_B;10.133.50.37;28037;CT06;5353;4
SNKP-CAM-001;CT06_PLC_B;10.133.50.37;28037;CT06;5353;5
SNKO-CAM-001;CT06_PLC_B;10.133.50.37;28037;CT06;5353;6
INKO-CAM-002;CT06_PLC_B;10.133.50.37;28037;CT06;5353;7
SNKP-CAM-002;CT06_PLC_B;10.133.50.37;28037;CT06;5353;8
INKO-CAM-003;CT06_PLC_B;10.133.50.37;28037;CT06;5353;9
SICO-CAM-002;CT06_PLC_B;10.133.50.37;28037;CT06;5353;10
SMPN-CAM-002;CT06_PLC_B;10.133.50.37;28037;CT06;5353;11
SMPS-CAM-002;CT06_PLC_B;10.133.50.37;28037;CT06;5353;12
SNKP-CAM-003;CT06_PLC_B;10.133.50.37;28037;CT06;5353;13
SNKO-CAM-002;CT06_PLC_B;10.133.50.37;28037;CT06;5353;14
SAPR-CAM-001;CT06_PLC_B;10.133.50.37;28037;CT06;5353;15
SMPN-CAM-003;CT06_PLC_B;10.133.50.37;28037;CT06;5354;0
SMPS-CAM-003;CT06_PLC_B;10.133.50.37;28037;CT06;5354;1
SICO-CAM-003;CT06_PLC_B;10.133.50.37;28037;CT06;5354;2
ICNP-CAM-001;CT06_PLC_B;10.133.50.37;28037;CT06;5354;3
SMPN-CAM-004;CT06_PLC_B;10.133.50.37;28037;CT06;5354;4
SNKO-CAM-003;CT06_PLC_B;10.133.50.37;28037;CT06;5354;5
SAPR-CAM-002;CT06_PLC_B;10.133.50.37;28037;CT06;5354;6
SMPS-CAM-004;CT06_PLC_B;10.133.50.37;28037;CT06;5354;7
SNKO-CAM-004;CT06_PLC_B;10.133.50.37;28037;CT06;5354;8
INKP-CAM-001;CT06_PLC_B;10.133.50.37;28037;CT06;5354;9
SICO-CAM-004;CT06_PLC_B;10.133.50.37;28037;CT06;5354;10
ICNP-CAM-002;CT06_PLC_B;10.133.50.37;28037;CT06;5354;11
SNKO-CAM-005;CT06_PLC_B;10.133.50.37;28037;CT06;5354;12
SMPN-CAM-005;CT06_PLC_B;10.133.50.37;28037;CT06;5354;13
SNKO-CAM-006;CT06_PLC_B;10.133.50.37;28037;CT06;5354;14
SMPN-CAM-006;CT06_PLC_B;10.133.50.37;28037;CT06;5354;15
SNKO-CAM-007;CT06_PLC_B;10.133.50.37;28037;CT06;5355;0
INKP-CAM-002;CT06_PLC_B;10.133.50.37;28037;CT06;5355;1
SNKO-CAM-008;CT06_PLC_B;10.133.50.37;28037;CT06;5355;2
ICNP-CAM-003;CT06_PLC_B;10.133.50.37;28037;CT06;5355;3
INKP-CAM-003;CT06_PLC_B;10.133.50.37;28037;CT06;5355;4
SNKO-CAM-009;CT06_PLC_B;10.133.50.37;28037;CT06;5355;5
ICNP-CAM-004;CT06_PLC_B;10.133.50.37;28037;CT06;5355;6
INKP-CAM-004;CT06_PLC_B;10.133.50.37;28037;CT06;5355;7
ICNP-CAM-005;CT06_PLC_B;10.133.50.37;28037;CT06;5355;8
INKP-CAM-005;CT06_PLC_B;10.133.50.37;28037;CT06;5355;9
INKP-CAM-006;CT06_PLC_B;10.133.50.37;28037;CT06;5355;10
INKP-CAM-007;CT06_PLC_B;10.133.50.37;28037;CT06;5355;11
INKP-CAM-008;CT06_PLC_B;10.133.50.37;28037;CT06;5355;12
INKP-CAM-009;CT06_PLC_B;10.133.50.37;28037;CT06;5355;13
SVIP-CAM-001;CT06_PLC_B;10.133.50.37;28037;CT06;5355;14
IVIP-CAM-001;CT06_PLC_B;10.133.50.37;28037;CT06;5355;15
IVIP-CAM-002;CT06_PLC_B;10.133.50.37;28037;CT06;5356;0
S2TN-CAM-048;CT06_PLC_B;10.133.50.37;28037;CT06;5356;1
S2TS-CAM-001;CT06_PLC_B;10.133.50.37;28037;CT06;5356;2
S2TN-CAM-047;CT06_PLC_B;10.133.50.37;28037;CT06;5356;3
S2TS-CAM-002;CT06_PLC_B;10.133.50.37;28037;CT06;5356;4
S2TN-CAM-046;CT06_PLC_B;10.133.50.37;28037;CT06;5356;5
S2TS-CAM-003;CT06_PLC_B;10.133.50.37;28037;CT06;5356;6
S2TN-CAM-045;CT06_PLC_B;10.133.50.37;28037;CT06;5356;7
S2TS-CAM-004;CT06_PLC_B;10.133.50.37;28037;CT06;5356;8
S2TN-CAM-044;CT06_PLC_B;10.133.50.37;28037;CT06;5356;9
S2TS-CAM-005;CT06_PLC_B;10.133.50.37;28037;CT06;5356;10
S2TN-CAM-043;CT06_PLC_B;10.133.50.37;28037;CT06;5356;11
S2TS-CAM-006;CT06_PLC_B;10.133.50.37;28037;CT06;5356;12
S2TN-CAM-042;CT06_PLC_B;10.133.50.37;28037;CT06;5356;13
S2TS-CAM-007;CT06_PLC_B;10.133.50.37;28037;CT06;5356;14
IPRO-CAM-001;CT06_PLC_B;10.133.50.37;28037;CT06;5356;15
S2TN-CAM-041;CT06_PLC_B;10.133.50.37;28037;CT06;5357;0
S2TS-CAM-008;CT06_PLC_B;10.133.50.37;28037;CT06;5357;1
IPRO-CAM-002;CT06_PLC_B;10.133.50.37;28037;CT06;5357;2
S2TN-CAM-040;CT06_PLC_B;10.133.50.37;28037;CT06;5357;3
S2TS-CAM-009;CT06_PLC_B;10.133.50.37;28037;CT06;5357;4
S2TN-CAM-039;CT06_PLC_B;10.133.50.37;28037;CT06;5357;5
S2TS-CAM-010;CT06_PLC_B;10.133.50.37;28037;CT06;5357;6
S2TN-CAM-038;CT06_PLC_B;10.133.50.37;28037;CT06;5357;7
S2TS-CAM-011;CT06_PLC_B;10.133.50.37;28037;CT06;5357;8
S2TN-CAM-037;CT06_PLC_B;10.133.50.37;28037;CT06;5357;9
S2TN-CAM-036;CT06_PLC_B;10.133.50.37;28037;CT06;5357;10
S2TS-CAM-012;CT06_PLC_B;10.133.50.37;28037;CT06;5357;11
S2TN-CAM-035;CT06_PLC_B;10.133.50.37;28037;CT06;5357;12
S2TS-CAM-013;CT06_PLC_B;10.133.50.37;28037;CT06;5357;13
S2TN-CAM-034;CT06_PLC_B;10.133.50.37;28037;CT06;5357;14
S2TN-CAM-033;CT06_PLC_B;10.133.50.37;28037;CT06;5357;15
S2TS-CAM-014;CT06_PLC_B;10.133.50.37;28037;CT06;5358;0
S2TN-CAM-032;CT06_PLC_B;10.133.50.37;28037;CT06;5358;1
S2TS-CAM-016;CT06_PLC_B;10.133.50.37;28037;CT06;5358;2
S2TN-CAM-031;CT06_PLC_B;10.133.50.37;28037;CT06;5358;3
S2TS-CAM-018;CT06_PLC_B;10.133.50.37;28037;CT06;5358;4
S2TN-CAM-030;CT06_PLC_B;10.133.50.37;28037;CT06;5358;5
ICCO-CAM-001;CT06_PLC_B;10.133.50.37;28037;CT06;5358;6
S2TS-CAM-020;CT06_PLC_B;10.133.50.37;28037;CT06;5358;7
S2TN-CAM-029;CT06_PLC_B;10.133.50.37;28037;CT06;5358;8
ICCO-CAM-002;CT06_PLC_B;10.133.50.37;28037;CT06;5358;9
S2TS-CAM-022;CT06_PLC_B;10.133.50.37;28037;CT06;5358;10
S2TN-CAM-028;CT06_PLC_B;10.133.50.37;28037;CT06;5358;11
S2TS-CAM-023;CT06_PLC_B;10.133.50.37;28037;CT06;5358;12
S2TN-CAM-027;CT06_PLC_B;10.133.50.37;28037;CT06;5358;13
S2TS-CAM-024;CT06_PLC_B;10.133.50.37;28037;CT06;5358;14
S2TS-CAM-025;CT06_PLC_B;10.133.50.37;28037;CT06;5358;15
S2TN-CAM-026;CT06_PLC_B;10.133.50.37;28037;CT06;5359;0
S2TS-CAM-026;CT06_PLC_B;10.133.50.37;28037;CT06;5359;1
S2TN-CAM-025;CT06_PLC_B;10.133.50.37;28037;CT06;5359;2
S2TS-CAM-027;CT06_PLC_B;10.133.50.37;28037;CT06;5359;3
S2TN-CAM-024;CT06_PLC_B;10.133.50.37;28037;CT06;5359;4
S2TS-CAM-028;CT06_PLC_B;10.133.50.37;28037;CT06;5359;5
S2TN-CAM-023;CT06_PLC_B;10.133.50.37;28037;CT06;5359;6
S2TS-CAM-029;CT06_PLC_B;10.133.50.37;28037;CT06;5359;7
S2TN-CAM-022;CT06_PLC_B;10.133.50.37;28037;CT06;5359;8
S2TS-CAM-030;CT06_PLC_B;10.133.50.37;28037;CT06;5359;9
IBTO-CAM-003;CT06_PLC_B;10.133.50.37;28037;CT06;5359;10
S2TS-CAM-031;CT06_PLC_B;10.133.50.37;28037;CT06;5359;11
S2TN-CAM-021;CT06_PLC_B;10.133.50.37;28037;CT06;5359;12
ICCP-CAM-001;CT06_PLC_B;10.133.50.37;28037;CT06;5359;13
ICCP-CAM-002;CT06_PLC_B;10.133.50.37;28037;CT06;5359;14
S2TN-CAM-020;CT06_PLC_B;10.133.50.37;28037;CT06;5359;15
S2TS-CAM-032;CT06_PLC_B;10.133.50.37;28037;CT06;5360;0
ICCP-CAM-003;CT06_PLC_B;10.133.50.37;28037;CT06;5360;1
S2TS-CAM-033;CT06_PLC_B;10.133.50.37;28037;CT06;5360;2
S2TN-CAM-019;CT06_PLC_B;10.133.50.37;28037;CT06;5360;3
S2TS-CAM-034;CT06_PLC_B;10.133.50.37;28037;CT06;5360;4
S2TN-CAM-018;CT06_PLC_B;10.133.50.37;28037;CT06;5360;5
S2TS-CAM-035;CT06_PLC_B;10.133.50.37;28037;CT06;5360;6
S2TN-CAM-017;CT06_PLC_B;10.133.50.37;28037;CT06;5360;7
S2TS-CAM-036;CT06_PLC_B;10.133.50.37;28037;CT06;5360;8
S2TN-CAM-016;CT06_PLC_B;10.133.50.37;28037;CT06;5360;9
S2TS-CAM-037;CT06_PLC_B;10.133.50.37;28037;CT06;5360;10
S2TN-CAM-015;CT06_PLC_B;10.133.50.37;28037;CT06;5360;11
S2TS-CAM-038;CT06_PLC_B;10.133.50.37;28037;CT06;5360;12
S2TN-CAM-014;CT06_PLC_B;10.133.50.37;28037;CT06;5360;13
S2TS-CAM-039;CT06_PLC_B;10.133.50.37;28037;CT06;5360;14
S2TN-CAM-013;CT06_PLC_B;10.133.50.37;28037;CT06;5360;15
S2TS-CAM-040;CT06_PLC_B;10.133.50.37;28037;CT06;5361;0
S2TN-CAM-012;CT06_PLC_B;10.133.50.37;28037;CT06;5361;1
S2TS-CAM-041;CT06_PLC_B;10.133.50.37;28037;CT06;5361;2
S2TN-CAM-011;CT06_PLC_B;10.133.50.37;28037;CT06;5361;3
S2TS-CAM-042;CT06_PLC_B;10.133.50.37;28037;CT06;5361;4
IBTO-CAM-002;CT06_PLC_B;10.133.50.37;28037;CT06;5361;5
IBTO-CAM-001;CT06_PLC_B;10.133.50.37;28037;CT06;5361;6
S2TN-CAM-010;CT06_PLC_B;10.133.50.37;28037;CT06;5361;7
S2TS-CAM-043;CT06_PLC_B;10.133.50.37;28037;CT06;5361;8
S2TS-CAM-044;CT06_PLC_B;10.133.50.37;28037;CT06;5361;9
S2TN-CAM-009;CT06_PLC_B;10.133.50.37;28037;CT06;5361;10
S2TS-CAM-045;CT06_PLC_B;10.133.50.37;28037;CT06;5361;11
S2TN-CAM-008;CT06_PLC_B;10.133.50.37;28037;CT06;5361;12
S2TS-CAM-046;CT06_PLC_B;10.133.50.37;28037;CT06;5361;13
S2TN-CAM-007;CT06_PLC_B;10.133.50.37;28037;CT06;5361;14
S2TS-CAM-047;CT06_PLC_B;10.133.50.37;28037;CT06;5361;15
S2TN-CAM-006;CT06_PLC_B;10.133.50.37;28037;CT06;5362;0
S2TS-CAM-048;CT06_PLC_B;10.133.50.37;28037;CT06;5362;1
S2TN-CAM-005;CT06_PLC_B;10.133.50.37;28037;CT06;5362;2
S2TS-CAM-049;CT06_PLC_B;10.133.50.37;28037;CT06;5362;3
S2TN-CAM-004;CT06_PLC_B;10.133.50.37;28037;CT06;5362;4
S2TS-CAM-050;CT06_PLC_B;10.133.50.37;28037;CT06;5362;5
SBTP-CAM-001;CT06_PLC_B;10.133.50.37;28037;CT06;5362;6
S2TN-CAM-003;CT06_PLC_B;10.133.50.37;28037;CT06;5362;7
S2TS-CAM-051;CT06_PLC_B;10.133.50.37;28037;CT06;5362;8
SBTP-CAM-002;CT06_PLC_B;10.133.50.37;28037;CT06;5362;9
S2TN-CAM-002;CT06_PLC_B;10.133.50.37;28037;CT06;5362;10
S2TN-CAM-001;CT06_PLC_B;10.133.50.37;28037;CT06;5362;11
S1TN-CAM-001;CT07_PLC_B;10.133.50.37;28044;CT07;5350;0
S1TN-CAM-002;CT07_PLC_B;10.133.50.37;28044;CT07;5350;1
S1TN-CAM-003;CT07_PLC_B;10.133.50.37;28044;CT07;5350;2
S1TS-CAM-001;CT07_PLC_B;10.133.50.37;28044;CT07;5350;3
S1TS-CAM-002;CT07_PLC_B;10.133.50.37;28044;CT07;5350;4
S1TS-CAM-003;CT07_PLC_B;10.133.50.37;28044;CT07;5350;5
S1TS-CAM-004;CT07_PLC_B;10.133.50.37;28044;CT07;5350;6
S1TS-CAM-005;CT07_PLC_B;10.133.50.37;28044;CT07;5350;7
S1TS-CAM-006;CT07_PLC_B;10.133.50.37;28044;CT07;5350;8
S1TS-CAM-007;CT07_PLC_B;10.133.50.37;28044;CT07;5350;9
S1TS-CAM-008;CT07_PLC_B;10.133.50.37;28044;CT07;5350;10
S1TS-CAM-009;CT07_PLC_B;10.133.50.37;28044;CT07;5350;11
S1TS-CAM-010;CT07_PLC_B;10.133.50.37;28044;CT07;5350;12
S1TS-CAM-011;CT07_PLC_B;10.133.50.37;28044;CT07;5350;13
S1TS-CAM-012;CT07_PLC_B;10.133.50.37;28044;CT07;5350;14
S1TS-CAM-013;CT07_PLC_B;10.133.50.37;28044;CT07;5350;15
S1TS-CAM-014;CT07_PLC_B;10.133.50.37;28044;CT07;5351;0
S1TS-CAM-015;CT07_PLC_B;10.133.50.37;28044;CT07;5351;1
S1TS-CAM-016;CT07_PLC_B;10.133.50.37;28044;CT07;5351;2
S1TS-CAM-017;CT07_PLC_B;10.133.50.37;28044;CT07;5351;3
S1TS-CAM-018;CT07_PLC_B;10.133.50.37;28044;CT07;5351;4
S1TS-CAM-019;CT07_PLC_B;10.133.50.37;28044;CT07;5351;5
S1TS-CAM-020;CT07_PLC_B;10.133.50.37;28044;CT07;5351;6
S1TS-CAM-021;CT07_PLC_B;10.133.50.37;28044;CT07;5351;7
S1TS-CAM-022;CT07_PLC_B;10.133.50.37;28044;CT07;5351;8
S1TS-CAM-023;CT07_PLC_B;10.133.50.37;28044;CT07;5351;9
S1TS-CAM-024;CT07_PLC_B;10.133.50.37;28044;CT07;5351;10
S1TS-CAM-025;CT07_PLC_B;10.133.50.37;28044;CT07;5351;11
S1TS-CAM-026;CT07_PLC_B;10.133.50.37;28044;CT07;5351;12
S1TS-CAM-027;CT07_PLC_B;10.133.50.37;28044;CT07;5351;13
S1TS-CAM-028;CT07_PLC_B;10.133.50.37;28044;CT07;5351;14
S1TS-CAM-029;CT07_PLC_B;10.133.50.37;28044;CT07;5351;15
SAEB-CAM-001;CT07_PLC_B;10.133.50.37;28044;CT07;5352;0
SAEB-CAM-002;CT07_PLC_B;10.133.50.37;28044;CT07;5352;1
SAEB-CAM-003;CT07_PLC_B;10.133.50.37;28044;CT07;5352;2
SAEB-CAM-004;CT07_PLC_B;10.133.50.37;28044;CT07;5352;3
SAEB-CAM-005;CT07_PLC_B;10.133.50.37;28044;CT07;5352;4
SAEB-CAM-006;CT07_PLC_B;10.133.50.37;28044;CT07;5352;5
SAEB-CAM-007;CT07_PLC_B;10.133.50.37;28044;CT07;5352;6
SCNO-CAM-002;CT07_PLC_B;10.133.50.37;28044;CT07;5352;7
SCNO-CAM-003;CT07_PLC_B;10.133.50.37;28044;CT07;5352;8
SCNO-CAM-004;CT07_PLC_B;10.133.50.37;28044;CT07;5352;9
SCNO-CAM-005;CT07_PLC_B;10.133.50.37;28044;CT07;5352;10
SCNO-CAM-006;CT07_PLC_B;10.133.50.37;28044;CT07;5352;11
SCNO-CAM-007;CT07_PLC_B;10.133.50.37;28044;CT07;5352;12
SCNO-CAM-008;CT07_PLC_B;10.133.50.37;28044;CT07;5352;13
SIGO-CAM-001;CT07_PLC_B;10.133.50.37;28044;CT07;5352;14
SIGO-CAM-002;CT07_PLC_B;10.133.50.37;28044;CT07;5352;15
SIGO-CAM-003;CT07_PLC_B;10.133.50.37;28044;CT07;5353;0
SMPN-CAM-001;CT07_PLC_B;10.133.50.37;28044;CT07;5353;1
SICO-CAM-001;CT07_PLC_B;10.133.50.37;28044;CT07;5353;2
INKO-CAM-001;CT07_PLC_B;10.133.50.37;28044;CT07;5353;3
SMPS-CAM-001;CT07_PLC_B;10.133.50.37;28044;CT07;5353;4
SNKP-CAM-001;CT07_PLC_B;10.133.50.37;28044;CT07;5353;5
SNKO-CAM-001;CT07_PLC_B;10.133.50.37;28044;CT07;5353;6
INKO-CAM-002;CT07_PLC_B;10.133.50.37;28044;CT07;5353;7
SNKP-CAM-002;CT07_PLC_B;10.133.50.37;28044;CT07;5353;8
INKO-CAM-003;CT07_PLC_B;10.133.50.37;28044;CT07;5353;9
SICO-CAM-002;CT07_PLC_B;10.133.50.37;28044;CT07;5353;10
SMPN-CAM-002;CT07_PLC_B;10.133.50.37;28044;CT07;5353;11
SMPS-CAM-002;CT07_PLC_B;10.133.50.37;28044;CT07;5353;12
SNKP-CAM-003;CT07_PLC_B;10.133.50.37;28044;CT07;5353;13
SNKO-CAM-002;CT07_PLC_B;10.133.50.37;28044;CT07;5353;14
SAPR-CAM-001;CT07_PLC_B;10.133.50.37;28044;CT07;5353;15
SMPN-CAM-003;CT07_PLC_B;10.133.50.37;28044;CT07;5354;0
SMPS-CAM-003;CT07_PLC_B;10.133.50.37;28044;CT07;5354;1
SICO-CAM-003;CT07_PLC_B;10.133.50.37;28044;CT07;5354;2
ICNP-CAM-001;CT07_PLC_B;10.133.50.37;28044;CT07;5354;3
SMPN-CAM-004;CT07_PLC_B;10.133.50.37;28044;CT07;5354;4
SNKO-CAM-003;CT07_PLC_B;10.133.50.37;28044;CT07;5354;5
SAPR-CAM-002;CT07_PLC_B;10.133.50.37;28044;CT07;5354;6
SMPS-CAM-004;CT07_PLC_B;10.133.50.37;28044;CT07;5354;7
SNKO-CAM-004;CT07_PLC_B;10.133.50.37;28044;CT07;5354;8
INKP-CAM-001;CT07_PLC_B;10.133.50.37;28044;CT07;5354;9
SICO-CAM-004;CT07_PLC_B;10.133.50.37;28044;CT07;5354;10
ICNP-CAM-002;CT07_PLC_B;10.133.50.37;28044;CT07;5354;11
SNKO-CAM-005;CT07_PLC_B;10.133.50.37;28044;CT07;5354;12
SMPN-CAM-005;CT07_PLC_B;10.133.50.37;28044;CT07;5354;13
SNKO-CAM-006;CT07_PLC_B;10.133.50.37;28044;CT07;5354;14
SMPN-CAM-006;CT07_PLC_B;10.133.50.37;28044;CT07;5354;15
SNKO-CAM-007;CT07_PLC_B;10.133.50.37;28044;CT07;5355;0
INKP-CAM-002;CT07_PLC_B;10.133.50.37;28044;CT07;5355;1
SNKO-CAM-008;CT07_PLC_B;10.133.50.37;28044;CT07;5355;2
ICNP-CAM-003;CT07_PLC_B;10.133.50.37;28044;CT07;5355;3
INKP-CAM-003;CT07_PLC_B;10.133.50.37;28044;CT07;5355;4
SNKO-CAM-009;CT07_PLC_B;10.133.50.37;28044;CT07;5355;5
ICNP-CAM-004;CT07_PLC_B;10.133.50.37;28044;CT07;5355;6
INKP-CAM-004;CT07_PLC_B;10.133.50.37;28044;CT07;5355;7
ICNP-CAM-005;CT07_PLC_B;10.133.50.37;28044;CT07;5355;8
INKP-CAM-005;CT07_PLC_B;10.133.50.37;28044;CT07;5355;9
INKP-CAM-006;CT07_PLC_B;10.133.50.37;28044;CT07;5355;10
INKP-CAM-007;CT07_PLC_B;10.133.50.37;28044;CT07;5355;11
INKP-CAM-008;CT07_PLC_B;10.133.50.37;28044;CT07;5355;12
INKP-CAM-009;CT07_PLC_B;10.133.50.37;28044;CT07;5355;13
SVIP-CAM-001;CT07_PLC_B;10.133.50.37;28044;CT07;5355;14
IVIP-CAM-001;CT07_PLC_B;10.133.50.37;28044;CT07;5355;15
IVIP-CAM-002;CT07_PLC_B;10.133.50.37;28044;CT07;5356;0
S2TN-CAM-048;CT07_PLC_B;10.133.50.37;28044;CT07;5356;1
S2TS-CAM-001;CT07_PLC_B;10.133.50.37;28044;CT07;5356;2
S2TN-CAM-047;CT07_PLC_B;10.133.50.37;28044;CT07;5356;3
S2TS-CAM-002;CT07_PLC_B;10.133.50.37;28044;CT07;5356;4
S2TN-CAM-046;CT07_PLC_B;10.133.50.37;28044;CT07;5356;5
S2TS-CAM-003;CT07_PLC_B;10.133.50.37;28044;CT07;5356;6
S2TN-CAM-045;CT07_PLC_B;10.133.50.37;28044;CT07;5356;7
S2TS-CAM-004;CT07_PLC_B;10.133.50.37;28044;CT07;5356;8
S2TN-CAM-044;CT07_PLC_B;10.133.50.37;28044;CT07;5356;9
S2TS-CAM-005;CT07_PLC_B;10.133.50.37;28044;CT07;5356;10
S2TN-CAM-043;CT07_PLC_B;10.133.50.37;28044;CT07;5356;11
S2TS-CAM-006;CT07_PLC_B;10.133.50.37;28044;CT07;5356;12
S2TN-CAM-042;CT07_PLC_B;10.133.50.37;28044;CT07;5356;13
S2TS-CAM-007;CT07_PLC_B;10.133.50.37;28044;CT07;5356;14
IPRO-CAM-001;CT07_PLC_B;10.133.50.37;28044;CT07;5356;15
S2TN-CAM-041;CT07_PLC_B;10.133.50.37;28044;CT07;5357;0
S2TS-CAM-008;CT07_PLC_B;10.133.50.37;28044;CT07;5357;1
IPRO-CAM-002;CT07_PLC_B;10.133.50.37;28044;CT07;5357;2
S2TN-CAM-040;CT07_PLC_B;10.133.50.37;28044;CT07;5357;3
S2TS-CAM-009;CT07_PLC_B;10.133.50.37;28044;CT07;5357;4
S2TN-CAM-039;CT07_PLC_B;10.133.50.37;28044;CT07;5357;5
S2TS-CAM-010;CT07_PLC_B;10.133.50.37;28044;CT07;5357;6
S2TN-CAM-038;CT07_PLC_B;10.133.50.37;28044;CT07;5357;7
S2TS-CAM-011;CT07_PLC_B;10.133.50.37;28044;CT07;5357;8
S2TN-CAM-037;CT07_PLC_B;10.133.50.37;28044;CT07;5357;9
S2TN-CAM-036;CT07_PLC_B;10.133.50.37;28044;CT07;5357;10
S2TS-CAM-012;CT07_PLC_B;10.133.50.37;28044;CT07;5357;11
S2TN-CAM-035;CT07_PLC_B;10.133.50.37;28044;CT07;5357;12
S2TS-CAM-013;CT07_PLC_B;10.133.50.37;28044;CT07;5357;13
S2TN-CAM-034;CT07_PLC_B;10.133.50.37;28044;CT07;5357;14
S2TN-CAM-033;CT07_PLC_B;10.133.50.37;28044;CT07;5357;15
S2TS-CAM-014;CT07_PLC_B;10.133.50.37;28044;CT07;5358;0
S2TN-CAM-032;CT07_PLC_B;10.133.50.37;28044;CT07;5358;1
S2TS-CAM-016;CT07_PLC_B;10.133.50.37;28044;CT07;5358;2
S2TN-CAM-031;CT07_PLC_B;10.133.50.37;28044;CT07;5358;3
