PLC_name;PLC_host;PLC_port(i);device_name;url_publisher;offset_illumination_mode_b(i);bit_illumination_mode_b(i);offset_illumination_mode_writter(i);offset_illumination_regime(i);offset_illumination_regime_writter(i);offset_illumination_regime_propoused(i);mask_on;mask_off;PLC_publisher;read_CT
CT07_PLC_G;10.133.50.37;28049;ICCO_Tramo_72;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;94;7;5344;181;5331;103;0x0080;0xFF7F;CT07_PLC_G;CT07
CT07_PLC_G;10.133.50.37;28049;IBTO_Tramo_73;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;94;8;5344;182;5332;105;0x0100;0xFEFF;CT08_PLC_G;CT08
CT07_PLC_G;10.133.50.37;28049;IBTO_Tramo_74;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;94;9;5344;183;5333;105;0x0200;0xFDFF;CT08_PLC_G;CT08
CT08_PLC_G;10.133.50.37;28056;S1TS_Tramo_1;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;90;0;5340;110;5260;99;0x0001;0xFFFE;CT02_PLC_G;CT02
CT08_PLC_G;10.133.50.37;28056;S1TS_Tramo_2;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;90;1;5340;111;5261;106;0x0002;0XFFFD;CT02_PLC_G;CT02
CT08_PLC_G;10.133.50.37;28056;S1TS_Tramo_3;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;90;2;5340;112;5262;106;0x0004;0XFFFB;CT02_PLC_G;CT02
CT08_PLC_G;10.133.50.37;28056;S1TS_Tramo_4;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;90;3;5340;113;5263;106;0x0008;0xFFF7;CT03_PLC_G;CT03
CT08_PLC_G;10.133.50.37;28056;S1TS_Tramo_5;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;90;4;5340;114;5264;106;0x0010;0xFFEF;CT04_PLC_G;CT04
CT08_PLC_G;10.133.50.37;28056;S1TS_Tramo_6;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;90;5;5340;115;5265;106;0x0020;0xFFDF;CT04_PLC_G;CT04
CT08_PLC_G;10.133.50.37;28056;S1TS_Tramo_7;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;90;6;5340;116;5266;106;0x0040;0xFFBF;CT04_PLC_G;CT04
CT08_PLC_G;10.133.50.37;28056;S2TS_Tramo_8;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;90;7;5340;117;5267;106;0x0080;0xFF7F;CT04_PLC_G;CT04
CT08_PLC_G;10.133.50.37;28056;S2TS_Tramo_9;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;90;8;5340;118;5268;106;0x0100;0xFEFF;CT05_PLC_G;CT05
CT08_PLC_G;10.133.50.37;28056;S2TS_Tramo_10;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;90;9;5340;119;5269;106;0x0200;0xFDFF;CT05_PLC_G;CT05
CT08_PLC_G;10.133.50.37;28056;S2TS_Tramo_11;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;90;10;5340;120;5270;106;0x0400;0xFBFF;CT05_PLC_G;CT05
CT08_PLC_G;10.133.50.37;28056;S2TS_Tramo_12;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;90;11;5340;121;5271;106;0x0800;0xF7FF;CT06_PLC_G;CT06
CT08_PLC_G;10.133.50.37;28056;S2TS_Tramo_13;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;90;12;5340;122;5272;106;0x1000;0xEFFF;CT06_PLC_G;CT06
CT08_PLC_G;10.133.50.37;28056;S2TS_Tramo_14;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;90;13;5340;123;5273;106;0x2000;0xDFFF;CT06_PLC_G;CT06
CT08_PLC_G;10.133.50.37;28056;S2TS_Tramo_15;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;90;14;5340;124;5274;106;0x4000;0xBFFF;CT06_PLC_G;CT06
CT08_PLC_G;10.133.50.37;28056;S2TS_Tramo_16;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;90;15;5340;125;5275;106;0x8000;0x7FFF;CT06_PLC_G;CT06
CT08_PLC_G;10.133.50.37;28056;S2TS_Tramo_17;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;91;0;5341;126;5276;106;0x0001;0xFFFE;CT07_PLC_G;CT07
CT08_PLC_G;10.133.50.37;28056;S2TS_Tramo_18;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;91;1;5341;127;5277;106;0x0002;0XFFFD;CT07_PLC_G;CT07
CT08_PLC_G;10.133.50.37;28056;S2TS_Tramo_19;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;91;2;5341;128;5278;106;0x0004;0XFFFB;CT07_PLC_G;CT07
CT08_PLC_G;10.133.50.37;28056;S2TS_Tramo_20;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;91;3;5341;129;5279;106;0x0008;0xFFF7;CT08_PLC_G;CT08
CT08_PLC_G;10.133.50.37;28056;S2TS_Tramo_21;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;91;4;5341;130;5280;106;0x0010;0xFFEF;CT08_PLC_G;CT08
CT08_PLC_G;10.133.50.37;28056;S2TS_Tramo_22;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;91;5;5341;131;5281;106;0x0020;0xFFDF;CT08_PLC_G;CT08
CT08_PLC_G;10.133.50.37;28056;SCNO_Tramo_23;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;91;6;5341;132;5282;106;0x0040;0xFFBF;CT02_PLC_G;CT02
CT08_PLC_G;10.133.50.37;28056;SCNO_Tramo_24;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;91;7;5341;133;5283;106;0x0080;0xFF7F;CT02_PLC_G;CT02
CT08_PLC_G;10.133.50.37;28056;SAEB_Tramo_25;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;91;8;5341;134;5284;106;0x0100;0xFEFF;CT03_PLC_G;CT03
CT08_PLC_G;10.133.50.37;28056;SIGO_Tramo_26;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;91;9;5341;135;5285;106;0x0200;0xFDFF;CT04_PLC_G;CT04
CT08_PLC_G;10.133.50.37;28056;IVIP_Tramo_27;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;91;10;5341;136;5286;102;0x0400;0xFBFF;CT05_PLC_G;CT05
CT08_PLC_G;10.133.50.37;28056;INKP_Tramo_28;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;91;11;5341;137;5287;106;0x0800;0xF7FF;CT05_PLC_G;CT05
CT08_PLC_G;10.133.50.37;28056;INKP_Tramo_29;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;91;12;5341;138;5288;106;0x1000;0xEFFF;CT05_PLC_G;CT05
CT08_PLC_G;10.133.50.37;28056;ICNP_Tramo_30;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;91;13;5341;139;5289;106;0x2000;0xDFFF;CT05_PLC_G;CT05
CT08_PLC_G;10.133.50.37;28056;ICNP_Tramo_31;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;91;14;5341;140;5290;106;0x4000;0xBFFF;CT05_PLC_G;CT05
CT08_PLC_G;10.133.50.37;28056;ICNP_Tramo_32;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;91;15;5341;141;5291;106;0x8000;0x7FFF;CT05_PLC_G;CT05
CT08_PLC_G;10.133.50.37;28056;ICNP_Tramo_33;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;92;0;5342;142;5292;106;0x0001;0xFFFE;CT05_PLC_G;CT05
CT08_PLC_G;10.133.50.37;28056;SMPN_Tramo_34;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;92;1;5342;143;5293;106;0x0002;0XFFFD;CT06_PLC_G;CT06
CT08_PLC_G;10.133.50.37;28056;SICO_Tramo_35;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;92;2;5342;144;5294;106;0x0004;0XFFFB;CT07_PLC_G;CT07
CT08_PLC_G;10.133.50.37;28056;SICO_Tramo_36;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;92;3;5342;145;5295;106;0x0008;0xFFF7;CT07_PLC_G;CT07
CT08_PLC_G;10.133.50.37;28056;ICCP_Tramo_37;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;92;4;5342;146;5296;104;0x0010;0xFFEF;CT08_PLC_G;CT08
CT08_PLC_G;10.133.50.37;28056;ICCP_Tramo_38;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;92;5;5342;147;5297;104;0x0020;0xFFDF;CT08_PLC_G;CT08
CT08_PLC_G;10.133.50.37;28056;SBTP_Tramo_39;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;92;6;5342;148;5298;106;0x0040;0xFFBF;CT08_PLC_G;CT08
CT08_PLC_G;10.133.50.37;28056;SBTP_Tramo_40;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;92;7;5342;149;5299;106;0x0080;0xFF7F;CT08_PLC_G;CT08
CT08_PLC_G;10.133.50.37;28056;S1TN_Tramo_41;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;92;8;5342;150;5300;106;0x0100;0xFEFF;CT04_PLC_G;CT04
CT08_PLC_G;10.133.50.37;28056;S1TN_Tramo_42;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;92;9;5342;151;5301;106;0x0200;0xFDFF;CT04_PLC_G;CT04
CT08_PLC_G;10.133.50.37;28056;S1TN_Tramo_43;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;92;10;5342;152;5302;106;0x0400;0xFBFF;CT04_PLC_G;CT04
CT08_PLC_G;10.133.50.37;28056;S2TN_Tramo_44;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;92;11;5342;153;5303;106;0x0800;0xF7FF;CT04_PLC_G;CT04
CT08_PLC_G;10.133.50.37;28056;S2TN_Tramo_45;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;92;12;5342;154;5304;106;0x1000;0xEFFF;CT05_PLC_G;CT05
CT08_PLC_G;10.133.50.37;28056;S2TN_Tramo_46;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;92;13;5342;155;5305;106;0x2000;0xDFFF;CT05_PLC_G;CT05
CT08_PLC_G;10.133.50.37;28056;S2TN_Tramo_47;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;92;14;5342;156;5306;106;0x4000;0xBFFF;CT05_PLC_G;CT05
CT08_PLC_G;10.133.50.37;28056;S2TN_Tramo_48;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;92;15;5342;157;5307;106;0x8000;0x7FFF;CT06_PLC_G;CT06
CT08_PLC_G;10.133.50.37;28056;S2TN_Tramo_49;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;93;0;5343;158;5308;106;0x0001;0xFFFE;CT06_PLC_G;CT06
CT08_PLC_G;10.133.50.37;28056;S2TN_Tramo_50;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;93;1;5343;159;5309;106;0x0002;0XFFFD;CT06_PLC_G;CT06
CT08_PLC_G;10.133.50.37;28056;S2TN_Tramo_51;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;93;2;5343;160;5310;106;0x0004;0XFFFB;CT06_PLC_G;CT06
CT08_PLC_G;10.133.50.37;28056;S2TN_Tramo_52;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;93;3;5343;161;5311;106;0x0008;0xFFF7;CT07_PLC_G;CT07
CT08_PLC_G;10.133.50.37;28056;S2TN_Tramo_53;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;93;4;5343;162;5312;106;0x0010;0xFFEF;CT08_PLC_G;CT08
CT08_PLC_G;10.133.50.37;28056;S2TN_Tramo_54;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;93;5;5343;163;5313;106;0x0020;0xFFDF;CT08_PLC_G;CT08
CT08_PLC_G;10.133.50.37;28056;S2TN_Tramo_55;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;93;6;5343;164;5314;106;0x0040;0xFFBF;CT08_PLC_G;CT08
CT08_PLC_G;10.133.50.37;28056;S2TN_Tramo_56;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;93;7;5343;165;5315;106;0x0080;0xFF7F;CT08_PLC_G;CT08
CT08_PLC_G;10.133.50.37;28056;SVIP_Tramo_57;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;93;8;5343;166;5316;106;0x0100;0xFEFF;CT04_PLC_G;CT04
CT08_PLC_G;10.133.50.37;28056;INKP_Tramo_58;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;93;9;5343;167;5317;100;0x0200;0xFDFF;CT05_PLC_G;CT05
CT08_PLC_G;10.133.50.37;28056;INKP_Tramo_59;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;93;10;5343;168;5318;100;0x0400;0xFBFF;CT05_PLC_G;CT05
CT08_PLC_G;10.133.50.37;28056;INKO_Tramo_60;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;93;11;5343;169;5319;106;0x0800;0xF7FF;CT05_PLC_G;CT05
CT08_PLC_G;10.133.50.37;28056;SNKO_Tramo_61;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;93;12;5343;170;5320;106;0x1000;0xEFFF;CT05_PLC_G;CT05
CT08_PLC_G;10.133.50.37;28056;SNKO_Tramo_62;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;93;13;5343;171;5321;106;0x2000;0xDFFF;CT05_PLC_G;CT05
CT08_PLC_G;10.133.50.37;28056;SNKO_Tramo_63;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;93;14;5343;172;5322;106;0x4000;0xBFFF;CT05_PLC_G;CT05
CT08_PLC_G;10.133.50.37;28056;SNKO_Tramo_64;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;93;15;5343;173;5323;106;0x8000;0x7FFF;CT05_PLC_G;CT05
CT08_PLC_G;10.133.50.37;28056;SNKP_Tramo_65;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;94;0;5344;174;5324;106;0x0001;0xFFFE;CT05_PLC_G;CT05
CT08_PLC_G;10.133.50.37;28056;IPRO_Tramo_66;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;94;1;5344;175;5325;101;0x0002;0XFFFD;CT06_PLC_G;CT06
CT08_PLC_G;10.133.50.37;28056;SAPR_Tramo_67;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;94;2;5344;176;5326;106;0x0004;0XFFFB;CT06_PLC_G;CT06
CT08_PLC_G;10.133.50.37;28056;SMPS_Tramo_68;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;94;3;5344;177;5327;106;0x0008;0xFFF7;CT06_PLC_G;CT06
CT08_PLC_G;10.133.50.37;28056;SMPN_Tramo_69;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;94;4;5344;178;5328;106;0x0010;0xFFEF;CT06_PLC_G;CT06
CT08_PLC_G;10.133.50.37;28056;SMPN_Tramo_70;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;94;5;5344;179;5329;106;0x0020;0xFFDF;CT06_PLC_G;CT06
CT08_PLC_G;10.133.50.37;28056;ICCO_Tramo_71;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;94;6;5344;180;5330;103;0x0040;0xFFBF;CT07_PLC_G;CT07
CT08_PLC_G;10.133.50.37;28056;ICCO_Tramo_72;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;94;7;5344;181;5331;103;0x0080;0xFF7F;CT07_PLC_G;CT07
CT08_PLC_G;10.133.50.37;28056;IBTO_Tramo_73;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;94;8;5344;182;5332;105;0x0100;0xFEFF;CT08_PLC_G;CT08
CT08_PLC_G;10.133.50.37;28056;IBTO_Tramo_74;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;94;9;5344;183;5333;105;0x0200;0xFDFF;CT08_PLC_G;CT08
